,District Code,Age Group,Total Persons
6034,525,50-54,63648
6035,525,55-59,52163
6036,525,60-64,62521
6037,525,65-69,67832
6038,525,70-74,48023
6039,525,75-79,21375
6040,525,80+,27459
6041,525,Age not stated,3673
6042,526,All ages,4317756
6043,526,0-4,377250
6044,526,5-9,393644
6045,526,10-14,433240
6046,526,15-19,421326
6047,526,20-24,422422
6048,526,25-29,354912
6049,526,30-34,305901
6050,526,35-39,295695
6051,526,40-44,266418
6052,526,45-49,221886
6053,526,50-54,189235
6054,526,55-59,148461
6055,526,60-64,149912
6056,526,65-69,128371
6057,526,70-74,95428
6058,526,75-79,43548
6059,526,80+,54980
6060,526,Age not stated,15127
6061,527,All ages,3003741
6062,527,0-4,223464
6063,527,5-9,238709
6064,527,10-14,269413
6065,527,15-19,272217
6066,527,20-24,271808
6067,527,25-29,241713
6068,527,30-34,214455
6069,527,35-39,215224
6070,527,40-44,199074
6071,527,45-49,171739
6072,527,50-54,149959
6073,527,55-59,126886
6074,527,60-64,119632
6075,527,65-69,106185
6076,527,70-74,80768
6077,527,75-79,41968
6078,527,80+,46304
6079,527,Age not stated,14223
6080,528,All ages,1615069
6081,528,0-4,107484
6082,528,5-9,127256
6083,528,10-14,160681
6084,528,15-19,148160
6085,528,20-24,122290
6086,528,25-29,111560
6087,528,30-34,108859
6088,528,35-39,118362
6089,528,40-44,111543
6090,528,45-49,100141
6091,528,50-54,81312
6092,528,55-59,72615
6093,528,60-64,70946
6094,528,65-69,68308
6095,528,70-74,51237
6096,528,75-79,27255
6097,528,80+,25294
6098,528,Age not stated,1766
6099,529,All ages,849651
6100,529,0-4,48976
6101,529,5-9,58608
6102,529,10-14,74551
6103,529,15-19,75179
6104,529,20-24,64768
6105,529,25-29,59942
6106,529,30-34,59690
6107,529,35-39,63765
6108,529,40-44,62515
6109,529,45-49,56326
6110,529,50-54,46168
6111,529,55-59,40193
6112,529,60-64,39148
6113,529,65-69,38459
6114,529,70-74,29056
6115,529,75-79,15017
6116,529,80+,14922
6117,529,Age not stated,2368
6118,530,All ages,3876001
6119,530,0-4,286235
6120,530,5-9,306350
6121,530,10-14,341105
6122,530,15-19,352458
6123,530,20-24,359124
6124,530,25-29,327214
6125,530,30-34,293900
6126,530,35-39,292949
6127,530,40-44,268415
6128,530,45-49,229594
6129,530,50-54,193708
6130,530,55-59,157099
6131,530,60-64,148674
6132,530,65-69,125569
6133,530,70-74,86351
6134,530,75-79,43007
6135,530,80+,47182
6136,530,Age not stated,17067
6137,531,All ages,2822143
6138,531,0-4,215928
6139,531,5-9,229311
6140,531,10-14,261259
6141,531,15-19,256166
6142,531,20-24,257962
6143,531,25-29,230281
6144,531,30-34,202781
6145,531,35-39,204701
6146,531,40-44,184819
6147,531,45-49,160002
6148,531,50-54,137563
6149,531,55-59,112238
6150,531,60-64,108948
6151,531,65-69,92429
6152,531,70-74,71460
6153,531,75-79,36584
6154,531,80+,44517
6155,531,Age not stated,15194
6156,418,All ages,687861
6157,418,0-4,80954
6158,418,5-9,86485
6159,418,10-14,90937
6160,418,15-19,71799
6161,418,20-24,65743
6162,418,25-29,54056
6163,418,30-34,47213
6164,418,35-39,43611
6165,418,40-44,35471
6166,418,45-49,28768
6167,418,50-54,22091
6168,418,55-59,16783
6169,418,60-64,16002
6170,418,65-69,11067
6171,418,70-74,8980
6172,418,75-79,3470
6173,418,80+,4023
6174,418,Age not stated,408
6175,419,All ages,1965970
6176,419,0-4,209063
6177,419,5-9,229528
6178,419,10-14,250881
6179,419,15-19,221929
6180,419,20-24,185397
6181,419,25-29,157504
6182,419,30-34,136962
6183,419,35-39,128685
6184,419,40-44,103801
6185,419,45-49,83036
6186,419,50-54,65474
6187,419,55-59,51203
6188,419,60-64,49997
6189,419,65-69,34202
6190,419,70-74,28200
6191,419,75-79,12499
6192,419,80+,16129
6193,419,Age not stated,1480
6194,420,All ages,1703005
6195,420,0-4,170876
6196,420,5-9,186254
6197,420,10-14,204219
6198,420,15-19,189577
6199,420,20-24,158274
6200,420,25-29,131536
6201,420,30-34,117207
6202,420,35-39,111641
6203,420,40-44,94054
6204,420,45-49,76774
6205,420,50-54,63061
6206,420,55-59,49675
6207,420,60-64,49881
6208,420,65-69,34966
6209,420,70-74,29850
6210,420,75-79,13687
6211,420,80+,17468
6212,420,Age not stated,4005
6213,421,All ages,2032036
6214,421,0-4,178260
6215,421,5-9,204919
6216,421,10-14,227405
6217,421,15-19,225071
6218,421,20-24,206778
6219,421,25-29,175886
6220,421,30-34,151604
6221,421,35-39,142853
6222,421,40-44,121304
6223,421,45-49,103967
6224,421,50-54,79745
6225,421,55-59,60423
6226,421,60-64,54838
6227,421,65-69,36417
6228,421,70-74,27970
6229,421,75-79,13667
6230,421,80+,18391
6231,421,Age not stated,2538
6232,422,All ages,786754
6233,422,0-4,75810
6234,422,5-9,85521
6235,422,10-14,92997
6236,422,15-19,82223
6237,422,20-24,73371
6238,422,25-29,63175
6239,422,30-34,58105
6240,422,35-39,54094
6241,422,40-44,45948
6242,422,45-49,36984
6243,422,50-54,29377
6244,422,55-59,22780
6245,422,60-64,22790
6246,422,65-69,16286
6247,422,70-74,13586
6248,422,75-79,6024
6249,422,80+,7343
6250,422,Age not stated,340
6251,423,All ages,1726050
6252,423,0-4,196575
6253,423,5-9,219664
6254,423,10-14,218900
6255,423,15-19,176187
6256,423,20-24,158408
6257,423,25-29,136350
6258,423,30-34,120216
6259,423,35-39,109161
6260,423,40-44,88766
6261,423,45-49,71509
6262,423,50-54,57765
6263,423,55-59,45393
6264,423,60-64,45822
6265,423,65-69,31508
6266,423,70-74,24859
6267,423,75-79,10228
6268,423,80+,12414
6269,423,Age not stated,2325
6270,424,All ages,1445166
6271,424,0-4,154660
6272,424,5-9,177628
6273,424,10-14,180988
6274,424,15-19,142405
6275,424,20-24,128450
6276,424,25-29,114192
6277,424,30-34,104949
6278,424,35-39,95485
6279,424,40-44,78651
6280,424,45-49,64739
6281,424,50-54,49612
6282,424,55-59,39580
6283,424,60-64,39553
6284,424,65-69,28664
6285,424,70-74,22319
6286,424,75-79,9977
6287,424,80+,12170
6288,424,Age not stated,1144
6289,425,All ages,1762375
6290,425,0-4,192691
6291,425,5-9,220541
6292,425,10-14,228806
6293,425,15-19,185110
6294,425,20-24,155626
6295,425,25-29,129862
6296,425,30-34,117037
6297,425,35-39,108308
6298,425,40-44,92356
6299,425,45-49,76359
6300,425,50-54,59611
6301,425,55-59,47879
6302,425,60-64,48375
6303,425,65-69,36734
6304,425,70-74,29329
6305,425,75-79,13745
6306,425,80+,16744
6307,425,Age not stated,3262
6308,426,All ages,1016520
6309,426,0-4,111298
6310,426,5-9,127850
6311,426,10-14,131227
6312,426,15-19,105853
6313,426,20-24,84523
6314,426,25-29,74596
6315,426,30-34,69012
6316,426,35-39,65340
6317,426,40-44,55535
6318,426,45-49,45148
6319,426,50-54,34576
6320,426,55-59,26747
6321,426,60-64,28005
6322,426,65-69,23018
6323,426,70-74,17132
6324,426,75-79,7223
6325,426,80+,8126
6326,426,Age not stated,1311
6327,427,All ages,2378458
6328,427,0-4,249574
6329,427,5-9,267558
6330,427,10-14,283714
6331,427,15-19,245067
6332,427,20-24,226889
6333,427,25-29,197886
6334,427,30-34,172821
6335,427,35-39,154100
6336,427,40-44,132336
6337,427,45-49,109909
6338,427,50-54,85379
6339,427,55-59,64721
6340,427,60-64,65305
6341,427,65-69,47689
6342,427,70-74,35397
6343,427,75-79,16699
6344,427,80+,20242
6345,427,Age not stated,3172
6346,428,All ages,1264219
6347,428,0-4,134036
6348,428,5-9,145129
6349,428,10-14,149691
6350,428,15-19,124119
6351,428,20-24,113878
6352,428,25-29,102076
6353,428,30-34,92870
6354,428,35-39,84584
6355,428,40-44,74299
6356,428,45-49,60840
6357,428,50-54,46387
6358,428,55-59,35129
6359,428,60-64,35727
6360,428,65-69,26077
6361,428,70-74,19124
6362,428,75-79,8896
6363,428,80+,10063
6364,428,Age not stated,1294
6365,429,All ages,2228935
6366,429,0-4,226573
6367,429,5-9,261531
6368,429,10-14,273366
6369,429,15-19,237481
6370,429,20-24,199951
6371,429,25-29,166745
6372,429,30-34,151485
6373,429,35-39,148333
6374,429,40-44,129552
6375,429,45-49,105716
6376,429,50-54,78620
6377,429,55-59,58699
6378,429,60-64,60320
6379,429,65-69,49773
6380,429,70-74,38678
6381,429,75-79,18823
6382,429,80+,21136
6383,429,Age not stated,2153
6384,430,All ages,2365106
6385,430,0-4,237293
6386,430,5-9,277293
6387,430,10-14,298342
6388,430,15-19,258513
6389,430,20-24,210645
6390,430,25-29,177989
6391,430,30-34,157264
6392,430,35-39,150212
6393,430,40-44,126591
6394,430,45-49,106168
6395,430,50-54,79875
6396,430,55-59,62711
6397,430,60-64,68329
6398,430,65-69,57976
6399,430,70-74,45296
6400,430,75-79,22263
6401,430,80+,25778
6402,430,Age not stated,2568
6403,431,All ages,644758
6404,431,0-4,71844
6405,431,5-9,77460
6406,431,10-14,78678
6407,431,15-19,64077
6408,431,20-24,59844
6409,431,25-29,51127
6410,431,30-34,45175
6411,431,35-39,43484
6412,431,40-44,37686
6413,431,45-49,31795
6414,431,50-54,22972
6415,431,55-59,17075
6416,431,60-64,15399
6417,431,65-69,11468
6418,431,70-74,8417
6419,431,75-79,3777
6420,431,80+,3876
6421,431,Age not stated,604
6422,432,All ages,826067
6423,432,0-4,74534
6424,432,5-9,84579
6425,432,10-14,88282
6426,432,15-19,82534
6427,432,20-24,79498
6428,432,25-29,67568
6429,432,30-34,64134
6430,432,35-39,59619
6431,432,40-44,51420
6432,432,45-49,42230
6433,432,50-54,34395
6434,432,55-59,25708
6435,432,60-64,23975
6436,432,65-69,17536
6437,432,70-74,14241
6438,432,75-79,6946
6439,432,80+,8426
6440,432,Age not stated,442
6441,433,All ages,1340411
6442,433,0-4,122085
6443,433,5-9,141786
6444,433,10-14,148592
6445,433,15-19,133204
6446,433,20-24,127088
6447,433,25-29,108245
6448,433,30-34,102201
6449,433,35-39,94149
6450,433,40-44,82164
6451,433,45-49,68347
6452,433,50-54,54702
6453,433,55-59,40911
6454,433,60-64,38667
6455,433,65-69,28601
6456,433,70-74,23337
6457,433,75-79,11474
6458,433,80+,14123
6459,433,Age not stated,735
6460,434,All ages,1455069
6461,434,0-4,151283
6462,434,5-9,166593
6463,434,10-14,167789
6464,434,15-19,145506
6465,434,20-24,132180
6466,434,25-29,113554
6467,434,30-34,105143
6468,434,35-39,98183
6469,434,40-44,87177
6470,434,45-49,73355
6471,434,50-54,56827
6472,434,55-59,41811
6473,434,60-64,40093
6474,434,65-69,28234
6475,434,70-74,22517
6476,434,75-79,10515
6477,434,80+,13563
6478,434,Age not stated,746
6479,435,All ages,1986864
6480,435,0-4,187600
6481,435,5-9,209116
6482,435,10-14,218925
6483,435,15-19,194812
6484,435,20-24,183832
6485,435,25-29,162464
6486,435,30-34,148882
6487,435,35-39,136963
6488,435,40-44,119876
6489,435,45-49,102581
6490,435,50-54,81662
6491,435,55-59,61541
6492,435,60-64,60204
6493,435,65-69,41976
6494,435,70-74,34753
6495,435,75-79,16753
6496,435,80+,23613
6497,435,Age not stated,1311
6498,436,All ages,1512681
6499,436,0-4,147536
6500,436,5-9,175620
6501,436,10-14,179228
6502,436,15-19,150466
6503,436,20-24,133332
6504,436,25-29,114979
6505,436,30-34,108625
6506,436,35-39,100434
6507,436,40-44,88694
6508,436,45-49,71988
6509,436,50-54,55059
6510,436,55-59,42810
6511,436,60-64,44742
6512,436,65-69,33992
6513,436,70-74,28730
6514,436,75-79,14574
6515,436,80+,20861
6516,436,Age not stated,1011
6517,437,All ages,1563715
6518,437,0-4,158473
6519,437,5-9,175542
6520,437,10-14,184213
6521,437,15-19,159999
6522,437,20-24,142601
6523,437,25-29,123126
6524,437,30-34,114817
6525,437,35-39,104858
6526,437,40-44,92390
6527,437,45-49,76583
6528,437,50-54,59350
6529,437,55-59,44525
6530,437,60-64,41918
6531,437,65-69,28818
6532,437,70-74,24699
6533,437,75-79,12270
6534,437,80+,18700
6535,437,Age not stated,833
6536,438,All ages,2185793
6537,438,0-4,251958
6538,438,5-9,270034
6539,438,10-14,270040
6540,438,15-19,218376
6541,438,20-24,194000
6542,438,25-29,172918
6543,438,30-34,159590
6544,438,35-39,147326
6545,438,40-44,124159
6546,438,45-49,102168
6547,438,50-54,77202
6548,438,55-59,56467
6549,438,60-64,50225
6550,438,65-69,33004
6551,438,70-74,26869
6552,438,75-79,12398
6553,438,80+,16885
6554,438,Age not stated,2174
6555,439,All ages,3276697
6556,439,0-4,293312
6557,439,5-9,313506
6558,439,10-14,324136
6559,439,15-19,314616
6560,439,20-24,327146
6561,439,25-29,304554
6562,439,30-34,270616
6563,439,35-39,244194
6564,439,40-44,205915
6565,439,45-49,173739
6566,439,50-54,133384
6567,439,55-59,101571
6568,439,60-64,92507
6569,439,65-69,61350
6570,439,70-74,46750
6571,439,75-79,23819
6572,439,80+,33715
6573,439,Age not stated,11867
6574,440,All ages,1873046
6575,440,0-4,207176
6576,440,5-9,230254
6577,440,10-14,232091
6578,440,15-19,191115
6579,440,20-24,163882
6580,440,25-29,142348
6581,440,30-34,134521
6582,440,35-39,121752
6583,440,40-44,104742
6584,440,45-49,89233
6585,440,50-54,67921
6586,440,55-59,51088
6587,440,60-64,46648
6588,440,65-69,33829
6589,440,70-74,26118
6590,440,75-79,12415
6591,440,80+,16551
6592,440,Age not stated,1362
6593,441,All ages,1385881
6594,441,0-4,185265
6595,441,5-9,197256
6596,441,10-14,185302
6597,441,15-19,135413
6598,441,20-24,118808
6599,441,25-29,101621
6600,441,30-34,92196
6601,441,35-39,82212
6602,441,40-44,70761
6603,441,45-49,57664
6604,441,50-54,43695
6605,441,55-59,33330
6606,441,60-64,30538
6607,441,65-69,20645
6608,441,70-74,14928
6609,441,75-79,6614
6610,441,80+,8844
6611,441,Age not stated,789
6612,442,All ages,1545814
6613,442,0-4,157657
6614,442,5-9,184497
6615,442,10-14,185713
6616,442,15-19,152143
6617,442,20-24,138444
6618,442,25-29,116776
6619,442,30-34,107835
6620,442,35-39,99126
6621,442,40-44,86417
6622,442,45-49,69840
6623,442,50-54,52746
6624,442,55-59,41763
6625,442,60-64,48495
6626,442,65-69,38263
6627,442,70-74,29721
6628,442,75-79,14602
6629,442,80+,20857
6630,442,Age not stated,919
6631,443,All ages,1458875
6632,443,0-4,162260
6633,443,5-9,185817
6634,443,10-14,183520
6635,443,15-19,146426
6636,443,20-24,128079
6637,443,25-29,113137
6638,443,30-34,103574
6639,443,35-39,93100
6640,443,40-44,76906
6641,443,45-49,62110
6642,443,50-54,46072
6643,443,55-59,37098
6644,443,60-64,41846
6645,443,65-69,29306
6646,443,70-74,23357
6647,443,75-79,10485
6648,443,80+,14841
6649,443,Age not stated,941
6650,444,All ages,2371061
6651,444,0-4,211429
6652,444,5-9,230636
6653,444,10-14,244474
6654,444,15-19,249734
6655,444,20-24,248169
6656,444,25-29,221372
6657,444,30-34,187412
6658,444,35-39,171734
6659,444,40-44,145412
6660,444,45-49,121036
6661,444,50-54,88810
6662,444,55-59,65584
6663,444,60-64,63425
6664,444,65-69,42850
6665,444,70-74,31975
6666,444,75-79,15232
6667,444,80+,22415
6668,444,Age not stated,9362
6669,445,All ages,1311332
6670,445,0-4,135601
6671,445,5-9,153494
6672,445,10-14,164334
6673,445,15-19,142131
6674,445,20-24,122679
6675,445,25-29,99369
6676,445,30-34,91044
6677,445,35-39,82769
6678,445,40-44,72505
6679,445,45-49,59287
6680,445,50-54,43812
6681,445,55-59,33200
6682,445,60-64,32963
6683,445,65-69,25660
6684,445,70-74,21523
6685,445,75-79,12043
6686,445,80+,18410
6687,445,Age not stated,508
6688,446,All ages,1331597
6689,446,0-4,144225
6690,446,5-9,158768
6691,446,10-14,165044
6692,446,15-19,137383
6693,446,20-24,122457
6694,446,25-29,105062
6695,446,30-34,95176
6696,446,35-39,86934
6697,446,40-44,74195
6698,446,45-49,60014
6699,446,50-54,44901
6700,446,55-59,34064
6701,446,60-64,34162
6702,446,65-69,24652
6703,446,70-74,20344
6704,446,75-79,9448
6705,446,80+,13953
6706,446,Age not stated,815
6707,447,All ages,1575362
6708,447,0-4,147726
6709,447,5-9,160669
6710,447,10-14,178051
6711,447,15-19,172207
6712,447,20-24,155491
6713,447,25-29,124675
6714,447,30-34,109619
6715,447,35-39,102274
6716,447,40-44,97181
6717,447,45-49,83654
6718,447,50-54,64278
6719,447,55-59,48864
6720,447,60-64,43473
6721,447,65-69,32242
6722,447,70-74,25554
6723,447,75-79,12821
6724,447,80+,15360
6725,447,Age not stated,1223
6726,448,All ages,570465
6727,448,0-4,58367
6728,448,5-9,63667
6729,448,10-14,67292
6730,448,15-19,60389
6731,448,20-24,53362
6732,448,25-29,44697
6733,448,30-34,40211
6734,448,35-39,37519
6735,448,40-44,33008
6736,448,45-49,28144
6737,448,50-54,21434
6738,448,55-59,16450
6739,448,60-64,14657
6740,448,65-69,10573
6741,448,70-74,8957
6742,448,75-79,4753
6743,448,80+,6593
6744,448,Age not stated,392
6745,449,All ages,1241350
6746,449,0-4,113965
6747,449,5-9,126511
6748,449,10-14,136357
6749,449,15-19,130215
6750,449,20-24,119694
6751,449,25-29,104026
6752,449,30-34,92122
6753,449,35-39,85841
6754,449,40-44,75261
6755,449,45-49,65008
6756,449,50-54,50196
6757,449,55-59,38053
6758,449,60-64,35937
6759,449,65-69,25417
6760,449,70-74,19919
6761,449,75-79,9581
6762,449,80+,12398
6763,449,Age not stated,849
6764,450,All ages,1292042
6765,450,0-4,133644
6766,450,5-9,148878
6767,450,10-14,151602
6768,450,15-19,130145
6769,450,20-24,114601
6770,450,25-29,99544
6771,450,30-34,92676
6772,450,35-39,88944
6773,450,40-44,79146
6774,450,45-49,65816
6775,450,50-54,49985
6776,450,55-59,37234
6777,450,60-64,34997
6778,450,65-69,25724
6779,450,70-74,18926
6780,450,75-79,8844
6781,450,80+,10147
6782,450,Age not stated,1189
6783,451,All ages,2463289
6784,451,0-4,205917
6785,451,5-9,225309
6786,451,10-14,244150
6787,451,15-19,247601
6788,451,20-24,247013
6789,451,25-29,217379
6790,451,30-34,194062
6791,451,35-39,182748
6792,451,40-44,162583
6793,451,45-49,139792
6794,451,50-54,107978
6795,451,55-59,82683
6796,451,60-64,72707
6797,451,65-69,49428
6798,451,70-74,36499
6799,451,75-79,18586
6800,451,80+,24022
6801,451,Age not stated,4832
6802,452,All ages,1091854
6803,452,0-4,100429
6804,452,5-9,106564
6805,452,10-14,115246
6806,452,15-19,106238
6807,452,20-24,100999
6808,452,25-29,90939
6809,452,30-34,81715
6810,452,35-39,78190
6811,452,40-44,69679
6812,452,45-49,59976
6813,452,50-54,46082
6814,452,55-59,34894
6815,452,60-64,33914
6816,452,65-69,24419
6817,452,70-74,19109
6818,452,75-79,10211
6819,452,80+,12202
6820,452,Age not stated,1048
6821,453,All ages,704524
6822,453,0-4,78687
6823,453,5-9,78852
6824,453,10-14,76910
6825,453,15-19,65906
6826,453,20-24,62273
6827,453,25-29,56903
6828,453,30-34,50009
6829,453,35-39,51218
6830,453,40-44,42965
6831,453,45-49,37649
6832,453,50-54,27275
6833,453,55-59,21178
6834,453,60-64,20181
6835,453,65-69,14261
6836,453,70-74,9570
6837,453,75-79,4560
6838,453,80+,5497
6839,453,Age not stated,630
6840,454,All ages,1054905
6841,454,0-4,104807
6842,454,5-9,111796
6843,454,10-14,113499
6844,454,15-19,104957
6845,454,20-24,96245
6846,454,25-29,83490
6847,454,30-34,74634
6848,454,35-39,75782
6849,454,40-44,68750
6850,454,45-49,59387
6851,454,50-54,43897
6852,454,55-59,33398
6853,454,60-64,31149
6854,454,65-69,21768
6855,454,70-74,15133
6856,454,75-79,6866
6857,454,80+,8299
6858,454,Age not stated,1048
6859,455,All ages,2090922
6860,455,0-4,189707
6861,455,5-9,208664
6862,455,10-14,228118
6863,455,15-19,226915
6864,455,20-24,208854
6865,455,25-29,170005
6866,455,30-34,149620
6867,455,35-39,143285
6868,455,40-44,131728
6869,455,45-49,110683
6870,455,50-54,84764
6871,455,55-59,65312
6872,455,60-64,60292
6873,455,65-69,42376
6874,455,70-74,33353
6875,455,75-79,16373
6876,455,80+,19507
6877,455,Age not stated,1366
6878,456,All ages,1379131
6879,456,0-4,125376
6880,456,5-9,141471
6881,456,10-14,155071
6882,456,15-19,148222
6883,456,20-24,130909
6884,456,25-29,108873
6885,456,30-34,100597
6886,456,35-39,96835
6887,456,40-44,90032
6888,456,45-49,75573
6889,456,50-54,56491
6890,456,55-59,42669
6891,456,60-64,38556
6892,456,65-69,27661
6893,456,70-74,20443
6894,456,75-79,9246
6895,456,80+,10171
6896,456,Age not stated,935
6897,457,All ages,1701698
6898,457,0-4,149456
6899,457,5-9,165181
6900,457,10-14,178928
6901,457,15-19,178320
6902,457,20-24,161929
6903,457,25-29,135959
6904,457,30-34,122853
6905,457,35-39,120046
6906,457,40-44,114358
6907,457,45-49,96348
6908,457,50-54,76188
6909,457,55-59,60245
6910,457,60-64,54855
6911,457,65-69,38509
6912,457,70-74,26085
6913,457,75-79,10416
6914,457,80+,10501
6915,457,Age not stated,1521
6916,458,All ages,1241519
6917,458,0-4,142017
6918,458,5-9,160809
6919,458,10-14,157522
6920,458,15-19,124408
6921,458,20-24,112185
6922,458,25-29,96209
6923,458,30-34,87193
6924,458,35-39,79059
6925,458,40-44,65384
6926,458,45-49,53540
6927,458,50-54,39792
6928,458,55-59,30636
6929,458,60-64,32440
6930,458,65-69,22768
6931,458,70-74,17926
6932,458,75-79,8095
6933,458,80+,10447
6934,458,Age not stated,1089
6935,459,All ages,845071
6936,459,0-4,95731
6937,459,5-9,108080
6938,459,10-14,105949
6939,459,15-19,81879
6940,459,20-24,75819
6941,459,25-29,67952
6942,459,30-34,60220
6943,459,35-39,53375
6944,459,40-44,44656
6945,459,45-49,36521
6946,459,50-54,27554
6947,459,55-59,20826
6948,459,60-64,23178
6949,459,65-69,16699
6950,459,70-74,12896
6951,459,75-79,5619
6952,459,80+,7359
6953,459,Age not stated,758
6954,460,All ages,1066063
6955,460,0-4,112298
6956,460,5-9,117807
6957,460,10-14,125014
6958,460,15-19,102983
6959,460,20-24,102082
6960,460,25-29,85435
6961,460,30-34,75360
6962,460,35-39,73332
6963,460,40-44,65042
6964,460,45-49,55411
6965,460,50-54,40763
6966,460,55-59,31174
6967,460,60-64,29337
6968,460,65-69,21236
6969,460,70-74,14586
6970,460,75-79,6504
6971,460,80+,7055
6972,460,Age not stated,644
6973,461,All ages,749237
6974,461,0-4,73939
6975,461,5-9,79035
6976,461,10-14,84885
6977,461,15-19,74057
6978,461,20-24,72692
6979,461,25-29,60346
6980,461,30-34,51917
6981,461,35-39,51793
6982,461,40-44,46601
6983,461,45-49,43209
6984,461,50-54,32344
6985,461,55-59,23777
6986,461,60-64,19646
6987,461,65-69,13839
6988,461,70-74,9797
6989,461,75-79,4730
6990,461,80+,5680
6991,461,Age not stated,950
6992,462,All ages,1127033
6993,462,0-4,134230
6994,462,5-9,146438
6995,462,10-14,146436
6996,462,15-19,115706
6997,462,20-24,97863
6998,462,25-29,80858
6999,462,30-34,74796
7000,462,35-39,70558
7001,462,40-44,59422
7002,462,45-49,48909
7003,462,50-54,36486
7004,462,55-59,28318
7005,462,60-64,30170
7006,462,65-69,22162
7007,462,70-74,17224
7008,462,75-79,7765
7009,462,80+,8834
7010,462,Age not stated,858
7011,463,All ages,1178273
7012,463,0-4,144904
7013,463,5-9,155651
7014,463,10-14,159862
7015,463,15-19,119914
7016,463,20-24,106329
7017,463,25-29,85065
7018,463,30-34,78631
7019,463,35-39,75103
7020,463,40-44,62351
7021,463,45-49,51104
7022,463,50-54,36911
7023,463,55-59,27307
7024,463,60-64,26744
7025,463,65-69,19278
7026,463,70-74,14001
7027,463,75-79,6139
7028,463,80+,7896
7029,463,Age not stated,1083
7030,464,All ages,1025048
7031,464,0-4,146638
7032,464,5-9,157822
7033,464,10-14,139037
7034,464,15-19,93113
7035,464,20-24,78040
7036,464,25-29,69550
7037,464,30-34,63945
7038,464,35-39,57949
7039,464,40-44,52089
7040,464,45-49,46786
7041,464,50-54,34883
7042,464,55-59,26065
7043,464,60-64,22597
7044,464,65-69,14472
7045,464,70-74,11011
7046,464,75-79,4680
7047,464,80+,5973
7048,464,Age not stated,398
7049,465,All ages,728999
7050,465,0-4,102668
7051,465,5-9,112491
7052,465,10-14,102996
7053,465,15-19,72226
7054,465,20-24,52304
7055,465,25-29,46163
7056,465,30-34,43756
7057,465,35-39,41555
7058,465,40-44,36500
7059,465,45-49,33517
7060,465,50-54,25464
7061,465,55-59,19700
7062,465,60-64,15711
7063,465,65-69,9731
7064,465,70-74,6819
7065,465,75-79,2964
7066,465,80+,3760
7067,465,Age not stated,674
7068,466,All ages,1310061
7069,466,0-4,144489
7070,466,5-9,156684
7071,466,10-14,156794
7072,466,15-19,133301
7073,466,20-24,117160
7074,466,25-29,100663
7075,466,30-34,91071
7076,466,35-39,85267
7077,466,40-44,74878
7078,466,45-49,62240
7079,466,50-54,47500
7080,466,55-59,36957
7081,466,60-64,35898
7082,466,65-69,25523
7083,466,70-74,19967
7084,466,75-79,9267
7085,466,80+,11816
7086,466,Age not stated,586
7087,467,All ages,757847
7088,467,0-4,86390
7089,467,5-9,89217
7090,467,10-14,88948
7091,467,15-19,74818
7092,467,20-24,71763
7093,467,25-29,58702
7094,467,30-34,52267
7095,467,35-39,47754
7096,467,40-44,43777
7097,467,45-49,37807
7098,467,50-54,29024
7099,467,55-59,22068
7100,467,60-64,20220
7101,467,65-69,14414
7102,467,70-74,10647
7103,467,75-79,4769
7104,467,80+,4892
7105,467,Age not stated,370
7106,272,All ages,479148
7107,272,0-4,42069
7108,272,5-9,53625
7109,272,10-14,59880
7110,272,15-19,59851
7111,272,20-24,54558
7112,272,25-29,44456
7113,272,30-34,33697
7114,272,35-39,28836
7115,272,40-44,26171
7116,272,45-49,22812
7117,272,50-54,17609
7118,272,55-59,11923
7119,272,60-64,9307
7120,272,65-69,5365
7121,272,70-74,3598
7122,272,75-79,1900
7123,272,80+,2306
7124,272,Age not stated,1185
7125,273,All ages,140651
7126,273,0-4,13064
7127,273,5-9,15339
7128,273,10-14,16618
7129,273,15-19,16380
7130,273,20-24,15139
7131,273,25-29,13733
7132,273,30-34,10534
7133,273,35-39,9047
7134,273,40-44,7393
7135,273,45-49,6316
7136,273,50-54,4892
7137,273,55-59,3426
7138,273,60-64,3004
7139,273,65-69,1911
7140,273,70-74,1488
7141,273,75-79,881
7142,273,80+,1322
7143,273,Age not stated,164
7144,274,All ages,274143
7145,274,0-4,26025
7146,274,5-9,27862
7147,274,10-14,30003
7148,274,15-19,29608
7149,274,20-24,29144
7150,274,25-29,25966
7151,274,30-34,20939
7152,274,35-39,17642
7153,274,40-44,15717
7154,274,45-49,13504
7155,274,50-54,11253
7156,274,55-59,7752
7157,274,60-64,6424
7158,274,65-69,4122
7159,274,70-74,3239
7160,274,75-79,1834
7161,274,80+,2472
7162,274,Age not stated,637
7163,275,All ages,237399
7164,275,0-4,21233
7165,275,5-9,24171
7166,275,10-14,25466
7167,275,15-19,20847
7168,275,20-24,21058
7169,275,25-29,22445
7170,275,30-34,18703
7171,275,35-39,17517
7172,275,40-44,14413
7173,275,45-49,12274
7174,275,50-54,10366
7175,275,55-59,8710
7176,275,60-64,6873
7177,275,65-69,4737
7178,275,70-74,3456
7179,275,75-79,2148
7180,275,80+,2525
7181,275,Age not stated,457
7182,276,All ages,422168
7183,276,0-4,41145
7184,276,5-9,47033
7185,276,10-14,47934
7186,276,15-19,39220
7187,276,20-24,38265
7188,276,25-29,38378
7189,276,30-34,32009
7190,276,35-39,29700
7191,276,40-44,24475
