,District Code,Age Group,Total Persons
7192,276,45-49,21012
7193,276,50-54,17156
7194,276,55-59,14050
7195,276,60-64,11147
7196,276,65-69,7350
7197,276,70-74,5273
7198,276,75-79,3331
7199,276,80+,3753
7200,276,Age not stated,937
7201,277,All ages,517992
7202,277,0-4,43330
7203,277,5-9,45196
7204,277,10-14,49402
7205,277,15-19,43346
7206,277,20-24,47328
7207,277,25-29,50338
7208,277,30-34,43668
7209,277,35-39,40449
7210,277,40-44,34300
7211,277,45-49,29729
7212,277,50-54,25119
7213,277,55-59,19295
7214,277,60-64,15408
7215,277,65-69,10261
7216,277,70-74,7612
7217,277,75-79,5253
7218,277,80+,6446
7219,277,Age not stated,1512
7220,278,All ages,456113
7221,278,0-4,41673
7222,278,5-9,44496
7223,278,10-14,46783
7224,278,15-19,41628
7225,278,20-24,42651
7226,278,25-29,44299
7227,278,30-34,36226
7228,278,35-39,33709
7229,278,40-44,28795
7230,278,45-49,24709
7231,278,50-54,20230
7232,278,55-59,14993
7233,278,60-64,12298
7234,278,65-69,8133
7235,278,70-74,6018
7236,278,75-79,3886
7237,278,80+,4447
7238,278,Age not stated,1139
7239,279,All ages,183998
7240,279,0-4,16630
7241,279,5-9,19567
7242,279,10-14,22670
7243,279,15-19,20370
7244,279,20-24,18265
7245,279,25-29,16213
7246,279,30-34,13548
7247,279,35-39,11262
7248,279,40-44,10101
7249,279,45-49,8735
7250,279,50-54,7551
7251,279,55-59,5218
7252,279,60-64,4233
7253,279,65-69,2775
7254,279,70-74,2189
7255,279,75-79,1434
7256,279,80+,1765
7257,279,Age not stated,1472
7258,280,All ages,144182
7259,280,0-4,11513
7260,280,5-9,13954
7261,280,10-14,15007
7262,280,15-19,15758
7263,280,20-24,15374
7264,280,25-29,14649
7265,280,30-34,11630
7266,280,35-39,10291
7267,280,40-44,9464
7268,280,45-49,7939
7269,280,50-54,6101
7270,280,55-59,4132
7271,280,60-64,3203
7272,280,65-69,1994
7273,280,70-74,1380
7274,280,75-79,761
7275,280,80+,758
7276,280,Age not stated,274
7277,293,All ages,643291
7278,293,0-4,78796
7279,293,5-9,81382
7280,293,10-14,81938
7281,293,15-19,71274
7282,293,20-24,59906
7283,293,25-29,54333
7284,293,30-34,39873
7285,293,35-39,38213
7286,293,40-44,35364
7287,293,45-49,30154
7288,293,50-54,22242
7289,293,55-59,15336
7290,293,60-64,12489
7291,293,65-69,9195
7292,293,70-74,5303
7293,293,75-79,2753
7294,293,80+,3281
7295,293,Age not stated,1459
7296,294,All ages,317917
7297,294,0-4,40583
7298,294,5-9,41843
7299,294,10-14,41241
7300,294,15-19,35312
7301,294,20-24,29973
7302,294,25-29,27790
7303,294,30-34,20428
7304,294,35-39,19500
7305,294,40-44,15949
7306,294,45-49,14547
7307,294,50-54,9571
7308,294,55-59,6628
7309,294,60-64,5315
7310,294,65-69,3929
7311,294,70-74,2170
7312,294,75-79,1083
7313,294,80+,1230
7314,294,Age not stated,825
7315,295,All ages,142334
7316,295,0-4,20066
7317,295,5-9,18492
7318,295,10-14,18564
7319,295,15-19,15437
7320,295,20-24,12801
7321,295,25-29,11722
7322,295,30-34,8690
7323,295,35-39,8593
7324,295,40-44,7089
7325,295,45-49,6233
7326,295,50-54,4337
7327,295,55-59,2961
7328,295,60-64,2665
7329,295,65-69,1987
7330,295,70-74,1207
7331,295,75-79,594
7332,295,80+,744
7333,295,Age not stated,152
7334,296,All ages,383461
7335,296,0-4,63215
7336,296,5-9,56803
7337,296,10-14,53030
7338,296,15-19,41934
7339,296,20-24,34772
7340,296,25-29,28815
7341,296,30-34,21868
7342,296,35-39,19284
7343,296,40-44,15755
7344,296,45-49,13081
7345,296,50-54,9786
7346,296,55-59,6579
7347,296,60-64,5785
7348,296,65-69,4445
7349,296,70-74,3048
7350,296,75-79,1699
7351,296,80+,2089
7352,296,Age not stated,1473
7353,297,All ages,258840
7354,297,0-4,37777
7355,297,5-9,36229
7356,297,10-14,35439
7357,297,15-19,28285
7358,297,20-24,24142
7359,297,25-29,21471
7360,297,30-34,16352
7361,297,35-39,14909
7362,297,40-44,11672
7363,297,45-49,10012
7364,297,50-54,6969
7365,297,55-59,4464
7366,297,60-64,4081
7367,297,65-69,2749
7368,297,70-74,1862
7369,297,75-79,955
7370,297,80+,1285
7371,297,Age not stated,187
7372,298,All ages,825922
7373,298,0-4,99338
7374,298,5-9,95864
7375,298,10-14,98483
7376,298,15-19,90186
7377,298,20-24,86204
7378,298,25-29,75886
7379,298,30-34,59711
7380,298,35-39,53648
7381,298,40-44,43322
7382,298,45-49,35747
7383,298,50-54,26567
7384,298,55-59,17928
7385,298,60-64,14889
7386,298,65-69,10012
7387,298,70-74,7415
7388,298,75-79,4339
7389,298,80+,5426
7390,298,Age not stated,957
7391,299,All ages,395124
7392,299,0-4,66379
7393,299,5-9,58569
7394,299,10-14,53911
7395,299,15-19,43760
7396,299,20-24,37214
7397,299,25-29,31264
7398,299,30-34,22735
7399,299,35-39,20559
7400,299,40-44,16299
7401,299,45-49,13341
7402,299,50-54,9271
7403,299,55-59,6213
7404,299,60-64,5484
7405,299,65-69,3457
7406,299,70-74,2693
7407,299,75-79,1422
7408,299,80+,1822
7409,299,Age not stated,731
7410,281,All ages,86364
7411,281,0-4,11336
7412,281,5-9,10285
7413,281,10-14,9713
7414,281,15-19,8328
7415,281,20-24,8241
7416,281,25-29,8011
7417,281,30-34,6528
7418,281,35-39,5485
7419,281,40-44,4281
7420,281,45-49,3788
7421,281,50-54,3227
7422,281,55-59,2320
7423,281,60-64,1780
7424,281,65-69,1117
7425,281,70-74,808
7426,281,75-79,498
7427,281,80+,568
7428,281,Age not stated,50
7429,282,All ages,83955
7430,282,0-4,9648
7431,282,5-9,9346
7432,282,10-14,9029
7433,282,15-19,8104
7434,282,20-24,8232
7435,282,25-29,7788
7436,282,30-34,6748
7437,282,35-39,5534
7438,282,40-44,4298
7439,282,45-49,3996
7440,282,50-54,3441
7441,282,55-59,2458
7442,282,60-64,1892
7443,282,65-69,1178
7444,282,70-74,941
7445,282,75-79,593
7446,282,80+,664
7447,282,Age not stated,65
7448,283,All ages,400309
7449,283,0-4,37825
7450,283,5-9,36719
7451,283,10-14,38075
7452,283,15-19,41116
7453,283,20-24,42733
7454,283,25-29,39424
7455,283,30-34,34857
7456,283,35-39,28683
7457,283,40-44,23151
7458,283,45-49,21403
7459,283,50-54,17223
7460,283,55-59,12118
7461,283,60-64,9243
7462,283,65-69,6208
7463,283,70-74,4778
7464,283,75-79,3172
7465,283,80+,3350
7466,283,Age not stated,231
7467,284,All ages,125745
7468,284,0-4,14896
7469,284,5-9,14456
7470,284,10-14,13755
7471,284,15-19,12405
7472,284,20-24,11855
7473,284,25-29,11411
7474,284,30-34,9729
7475,284,35-39,7702
7476,284,40-44,6337
7477,284,45-49,5922
7478,284,50-54,5067
7479,284,55-59,3583
7480,284,60-64,2986
7481,284,65-69,2106
7482,284,70-74,1503
7483,284,75-79,988
7484,284,80+,956
7485,284,Age not stated,88
7486,285,All ages,64937
7487,285,0-4,6619
7488,285,5-9,6780
7489,285,10-14,7072
7490,285,15-19,6634
7491,285,20-24,6529
7492,285,25-29,5934
7493,285,30-34,5199
7494,285,35-39,4216
7495,285,40-44,3260
7496,285,45-49,3219
7497,285,50-54,2712
7498,285,55-59,1979
7499,285,60-64,1612
7500,285,65-69,1196
7501,285,70-74,801
7502,285,75-79,577
7503,285,80+,527
7504,285,Age not stated,71
7505,286,All ages,161428
7506,286,0-4,17944
7507,286,5-9,18115
7508,286,10-14,18105
7509,286,15-19,15738
7510,286,20-24,15847
7511,286,25-29,14501
7512,286,30-34,12726
7513,286,35-39,10520
7514,286,40-44,8576
7515,286,45-49,7868
7516,286,50-54,6617
7517,286,55-59,4652
7518,286,60-64,3708
7519,286,65-69,2387
7520,286,70-74,1741
7521,286,75-79,1128
7522,286,80+,1191
7523,286,Age not stated,64
7524,287,All ages,117894
7525,287,0-4,15983
7526,287,5-9,15557
7527,287,10-14,14358
7528,287,15-19,11840
7529,287,20-24,12457
7530,287,25-29,10528
7531,287,30-34,8582
7532,287,35-39,6782
7533,287,40-44,5471
7534,287,45-49,4468
7535,287,50-54,3930
7536,287,55-59,2521
7537,287,60-64,2110
7538,287,65-69,1272
7539,287,70-74,941
7540,287,75-79,496
7541,287,80+,561
7542,287,Age not stated,37
7543,288,All ages,56574
7544,288,0-4,6982
7545,288,5-9,6530
7546,288,10-14,6874
7547,288,15-19,6178
7548,288,20-24,5814
7549,288,25-29,4749
7550,288,30-34,4005
7551,288,35-39,3462
7552,288,40-44,2806
7553,288,45-49,2511
7554,288,50-54,2039
7555,288,55-59,1546
7556,288,60-64,1149
7557,288,65-69,706
7558,288,70-74,507
7559,288,75-79,332
7560,288,80+,357
7561,288,Age not stated,27
7562,261,All ages,250260
7563,261,0-4,27341
7564,261,5-9,32201
7565,261,10-14,33959
7566,261,15-19,31835
7567,261,20-24,24987
7568,261,25-29,18450
7569,261,30-34,14790
7570,261,35-39,13854
7571,261,40-44,13374
7572,261,45-49,11582
7573,261,50-54,8924
7574,261,55-59,5695
7575,261,60-64,4790
7576,261,65-69,3110
7577,261,70-74,2275
7578,261,75-79,1154
7579,261,80+,1489
7580,261,Age not stated,450
7581,262,All ages,194622
7582,262,0-4,13387
7583,262,5-9,18242
7584,262,10-14,22283
7585,262,15-19,20982
7586,262,20-24,18975
7587,262,25-29,17374
7588,262,30-34,16157
7589,262,35-39,14063
7590,262,40-44,12399
7591,262,45-49,10234
7592,262,50-54,8089
7593,262,55-59,5785
7594,262,60-64,4980
7595,262,65-69,3642
7596,262,70-74,2892
7597,262,75-79,2112
7598,262,80+,2863
7599,262,Age not stated,163
7600,263,All ages,140757
7601,263,0-4,13431
7602,263,5-9,16858
7603,263,10-14,18764
7604,263,15-19,16714
7605,263,20-24,14006
7606,263,25-29,11936
7607,263,30-34,10245
7608,263,35-39,8508
7609,263,40-44,7566
7610,263,45-49,5948
7611,263,50-54,4878
7612,263,55-59,3178
7613,263,60-64,3059
7614,263,65-69,2198
7615,263,70-74,1617
7616,263,75-79,853
7617,263,80+,947
7618,263,Age not stated,51
7619,264,All ages,166343
7620,264,0-4,13236
7621,264,5-9,17200
7622,264,10-14,21037
7623,264,15-19,21484
7624,264,20-24,18977
7625,264,25-29,15017
7626,264,30-34,12545
7627,264,35-39,10620
7628,264,40-44,9350
7629,264,45-49,7995
7630,264,50-54,6079
7631,264,55-59,4048
7632,264,60-64,3323
7633,264,65-69,2099
7634,264,70-74,1405
7635,264,75-79,797
7636,264,80+,1060
7637,264,Age not stated,71
7638,265,All ages,378811
7639,265,0-4,34832
7640,265,5-9,40299
7641,265,10-14,43127
7642,265,15-19,42075
7643,265,20-24,43510
7644,265,25-29,39549
7645,265,30-34,32048
7646,265,35-39,26913
7647,265,40-44,21976
7648,265,45-49,17664
7649,265,50-54,12340
7650,265,55-59,8021
7651,265,60-64,6210
7652,265,65-69,3986
7653,265,70-74,2618
7654,265,75-79,1464
7655,265,80+,1979
7656,265,Age not stated,200
7657,266,All ages,163418
7658,266,0-4,19003
7659,266,5-9,21483
7660,266,10-14,21423
7661,266,15-19,17525
7662,266,20-24,15008
7663,266,25-29,14072
7664,266,30-34,12368
7665,266,35-39,10330
7666,266,40-44,8591
7667,266,45-49,6553
7668,266,50-54,5003
7669,266,55-59,3221
7670,266,60-64,2957
7671,266,65-69,2080
7672,266,70-74,1588
7673,266,75-79,934
7674,266,80+,1186
7675,266,Age not stated,93
7676,267,All ages,196596
7677,267,0-4,24541
7678,267,5-9,27793
7679,267,10-14,26653
7680,267,15-19,22388
7681,267,20-24,18111
7682,267,25-29,15087
7683,267,30-34,13836
7684,267,35-39,11775
7685,267,40-44,9992
7686,267,45-49,7607
7687,267,50-54,5720
7688,267,55-59,3721
7689,267,60-64,3447
7690,267,65-69,2096
7691,267,70-74,1586
7692,267,75-79,907
7693,267,80+,1285
7694,267,Age not stated,51
7695,268,All ages,50484
7696,268,0-4,6426
7697,268,5-9,6482
7698,268,10-14,6522
7699,268,15-19,5200
7700,268,20-24,4966
7701,268,25-29,4374
7702,268,30-34,3748
7703,268,35-39,2942
7704,268,40-44,2529
7705,268,45-49,1991
7706,268,50-54,1532
7707,268,55-59,951
7708,268,60-64,897
7709,268,65-69,561
7710,268,70-74,537
7711,268,75-79,359
7712,268,80+,434
7713,268,Age not stated,33
7714,269,All ages,74004
7715,269,0-4,10134
7716,269,5-9,10996
7717,269,10-14,10170
7718,269,15-19,8779
7719,269,20-24,6890
7720,269,25-29,5730
7721,269,30-34,4819
7722,269,35-39,4194
7723,269,40-44,3448
7724,269,45-49,2494
7725,269,50-54,2047
7726,269,55-59,1341
7727,269,60-64,1158
7728,269,65-69,669
7729,269,70-74,525
7730,269,75-79,275
7731,269,80+,294
7732,269,Age not stated,41
7733,270,All ages,267988
7734,270,0-4,24640
7735,270,5-9,29211
7736,270,10-14,31840
7737,270,15-19,31364
7738,270,20-24,29633
7739,270,25-29,27013
7740,270,30-34,22561
7741,270,35-39,19057
7742,270,40-44,15153
7743,270,45-49,11714
7744,270,50-54,8264
7745,270,55-59,5516
7746,270,60-64,4016
7747,270,65-69,2835
7748,270,70-74,1880
7749,270,75-79,1296
7750,270,80+,1750
7751,270,Age not stated,245
7752,271,All ages,95219
7753,271,0-4,10291
7754,271,5-9,12334
7755,271,10-14,12893
7756,271,15-19,11276
7757,271,20-24,9300
7758,271,25-29,8299
7759,271,30-34,6807
7760,271,35-39,5942
7761,271,40-44,4883
7762,271,45-49,3965
7763,271,50-54,2983
7764,271,55-59,1921
7765,271,60-64,1682
7766,271,65-69,967
7767,271,70-74,670
7768,271,75-79,414
7769,271,80+,519
7770,271,Age not stated,73
7771,370,All ages,1481255
7772,370,0-4,115650
7773,370,5-9,115753
7774,370,10-14,142008
7775,370,15-19,150319
7776,370,20-24,138061
7777,370,25-29,125242
7778,370,30-34,111936
7779,370,35-39,111463
7780,370,40-44,100145
7781,370,45-49,86461
7782,370,50-54,70225
7783,370,55-59,57034
7784,370,60-64,56442
7785,370,65-69,39567
7786,370,70-74,30962
7787,370,75-79,13564
7788,370,80+,14628
7789,370,Age not stated,1795
7790,371,All ages,579505
7791,371,0-4,45489
7792,371,5-9,47819
7793,371,10-14,55856
7794,371,15-19,58206
7795,371,20-24,59195
7796,371,25-29,53591
7797,371,30-34,45174
7798,371,35-39,43248
7799,371,40-44,37874
7800,371,45-49,33181
7801,371,50-54,25892
7802,371,55-59,20440
7803,371,60-64,19060
7804,371,65-69,13039
7805,371,70-74,9758
7806,371,75-79,4859
7807,371,80+,5507
7808,371,Age not stated,1317
7809,372,All ages,1041099
7810,372,0-4,82235
7811,372,5-9,88444
7812,372,10-14,100994
7813,372,15-19,102645
7814,372,20-24,99995
7815,372,25-29,91387
7816,372,30-34,78573
7817,372,35-39,77162
7818,372,40-44,69582
7819,372,45-49,61258
7820,372,50-54,48818
7821,372,55-59,39086
7822,372,60-64,37418
7823,372,65-69,24440
7824,372,70-74,18843
7825,372,75-79,8668
7826,372,80+,9453
7827,372,Age not stated,2098
7828,373,All ages,312520
7829,373,0-4,27674
7830,373,5-9,29939
7831,373,10-14,34337
7832,373,15-19,29783
7833,373,20-24,27793
7834,373,25-29,26536
7835,373,30-34,23066
7836,373,35-39,22295
7837,373,40-44,19509
7838,373,45-49,16919
7839,373,50-54,13680
7840,373,55-59,11512
7841,373,60-64,11426
7842,373,65-69,7041
7843,373,70-74,5505
7844,373,75-79,2279
7845,373,80+,2546
7846,373,Age not stated,680
7847,374,All ages,2093437
7848,374,0-4,182414
7849,374,5-9,205072
7850,374,10-14,218517
7851,374,15-19,203116
7852,374,20-24,196990
7853,374,25-29,182809
7854,374,30-34,158628
7855,374,35-39,156796
7856,374,40-44,137793
7857,374,45-49,120021
7858,374,50-54,90022
7859,374,55-59,70444
7860,374,60-64,64229
7861,374,65-69,42442
7862,374,70-74,30573
7863,374,75-79,13114
7864,374,80+,13612
7865,374,Age not stated,6845
7866,375,All ages,1801733
7867,375,0-4,179917
7868,375,5-9,194811
7869,375,10-14,186946
7870,375,15-19,162254
7871,375,20-24,161187
7872,375,25-29,153775
7873,375,30-34,132107
7874,375,35-39,127006
7875,375,40-44,113969
7876,375,45-49,99826
7877,375,50-54,77714
7878,375,55-59,61065
7879,375,60-64,58644
7880,375,65-69,35730
7881,375,70-74,26247
7882,375,75-79,11396
7883,375,80+,11955
7884,375,Age not stated,7184
7885,376,All ages,2519738
7886,376,0-4,237468
7887,376,5-9,283373
7888,376,10-14,286358
7889,376,15-19,229826
7890,376,20-24,212210
7891,376,25-29,200494
7892,376,30-34,171826
7893,376,35-39,174957
7894,376,40-44,160485
7895,376,45-49,142867
7896,376,50-54,112812
7897,376,55-59,88348
7898,376,60-64,84912
7899,376,65-69,53895
7900,376,70-74,39165
7901,376,75-79,17282
7902,376,80+,17662
7903,376,Age not stated,5798
7904,377,All ages,2320529
7905,377,0-4,197458
7906,377,5-9,227892
7907,377,10-14,243440
7908,377,15-19,214714
7909,377,20-24,209861
7910,377,25-29,210463
7911,377,30-34,178885
7912,377,35-39,170873
7913,377,40-44,145554
7914,377,45-49,127263
7915,377,50-54,100352
7916,377,55-59,77071
7917,377,60-64,73505
7918,377,65-69,52635
7919,377,70-74,41805
7920,377,75-79,21662
7921,377,80+,23581
7922,377,Age not stated,3515
7923,378,All ages,1506337
7924,378,0-4,127909
7925,378,5-9,139948
7926,378,10-14,162454
7927,378,15-19,147509
7928,378,20-24,140434
7929,378,25-29,130406
7930,378,30-34,111249
7931,378,35-39,106288
7932,378,40-44,93693
7933,378,45-49,82399
7934,378,50-54,67111
7935,378,55-59,50226
7936,378,60-64,45959
7937,378,65-69,33684
7938,378,70-74,31040
7939,378,75-79,15626
7940,378,80+,16840
7941,378,Age not stated,3562
7942,379,All ages,1440361
7943,379,0-4,112440
7944,379,5-9,123442
7945,379,10-14,146260
7946,379,15-19,135500
7947,379,20-24,130371
7948,379,25-29,123271
7949,379,30-34,104557
7950,379,35-39,100528
7951,379,40-44,89502
7952,379,45-49,79972
7953,379,50-54,66529
7954,379,55-59,55056
7955,379,60-64,53511
7956,379,65-69,39772
7957,379,70-74,35477
7958,379,75-79,20388
7959,379,80+,20161
7960,379,Age not stated,3624
7961,380,All ages,1136971
7962,380,0-4,77146
7963,380,5-9,85471
7964,380,10-14,102173
7965,380,15-19,101364
7966,380,20-24,105529
7967,380,25-29,106213
7968,380,30-34,88679
7969,380,35-39,84503
7970,380,40-44,76789
7971,380,45-49,67177
7972,380,50-54,56592
7973,380,55-59,46260
7974,380,60-64,42737
7975,380,65-69,30726
7976,380,70-74,28691
7977,380,75-79,16368
7978,380,80+,17379
7979,380,Age not stated,3174
7980,381,All ages,2624470
7981,381,0-4,190662
7982,381,5-9,205755
7983,381,10-14,238642
7984,381,15-19,245866
7985,381,20-24,250178
7986,381,25-29,241198
7987,381,30-34,207895
7988,381,35-39,202998
7989,381,40-44,177848
7990,381,45-49,154349
7991,381,50-54,121868
7992,381,55-59,99347
7993,381,60-64,92341
7994,381,65-69,65001
7995,381,70-74,56032
7996,381,75-79,31244
7997,381,80+,34062
7998,381,Age not stated,9184
7999,382,All ages,1827192
8000,382,0-4,150962
8001,382,5-9,162138
8002,382,10-14,181807
8003,382,15-19,174316
8004,382,20-24,177973
8005,382,25-29,162951
8006,382,30-34,135998
8007,382,35-39,130723
8008,382,40-44,113190
8009,382,45-49,99481
8010,382,50-54,80799
8011,382,55-59,66424
8012,382,60-64,63848
8013,382,65-69,43101
8014,382,70-74,37772
8015,382,75-79,19611
8016,382,80+,21151
8017,382,Age not stated,4947
8018,383,All ages,1192811
8019,383,0-4,97908
8020,383,5-9,104333
8021,383,10-14,116633
8022,383,15-19,111728
8023,383,20-24,108215
8024,383,25-29,102880
8025,383,30-34,92312
8026,383,35-39,90208
8027,383,40-44,77290
8028,383,45-49,66423
8029,383,50-54,54310
8030,383,55-59,45895
8031,383,60-64,45442
8032,383,65-69,29920
8033,383,70-74,23931
8034,383,75-79,11128
8035,383,80+,11772
8036,383,Age not stated,2483
8037,384,All ages,1273821
8038,384,0-4,106759
8039,384,5-9,115546
8040,384,10-14,134215
8041,384,15-19,122038
8042,384,20-24,119804
8043,384,25-29,110131
8044,384,30-34,99475
8045,384,35-39,95845
8046,384,40-44,82456
8047,384,45-49,69745
8048,384,50-54,54889
8049,384,55-59,44169
8050,384,60-64,43348
8051,384,65-69,27676
8052,384,70-74,22100
8053,384,75-79,9784
8054,384,80+,11551
8055,384,Age not stated,4290
8056,385,All ages,962789
8057,385,0-4,74225
8058,385,5-9,83736
8059,385,10-14,94282
8060,385,15-19,85109
8061,385,20-24,81985
8062,385,25-29,82799
8063,385,30-34,73111
8064,385,35-39,73146
8065,385,40-44,61786
8066,385,45-49,54043
8067,385,50-54,43784
8068,385,55-59,39508
8069,385,60-64,40711
8070,385,65-69,26779
8071,385,70-74,21699
8072,385,75-79,11191
8073,385,80+,13322
8074,385,Age not stated,1573
8075,386,All ages,2251673
8076,386,0-4,164665
8077,386,5-9,186068
8078,386,10-14,204115
8079,386,15-19,211257
8080,386,20-24,223140
8081,386,25-29,210276
8082,386,30-34,185882
8083,386,35-39,180906
8084,386,40-44,154168
8085,386,45-49,132390
8086,386,50-54,103621
8087,386,55-59,83235
8088,386,60-64,72841
8089,386,65-69,47729
8090,386,70-74,39128
8091,386,75-79,20426
8092,386,80+,24721
8093,386,Age not stated,7105
8094,387,All ages,1698730
8095,387,0-4,120901
8096,387,5-9,136572
8097,387,10-14,161415
8098,387,15-19,154296
8099,387,20-24,162387
8100,387,25-29,152563
8101,387,30-34,130744
8102,387,35-39,129725
8103,387,40-44,115983
8104,387,45-49,100978
8105,387,50-54,79797
8106,387,55-59,63293
8107,387,60-64,60986
8108,387,65-69,44254
8109,387,70-74,37998
8110,387,75-79,20319
8111,387,80+,22019
8112,387,Age not stated,4500
8113,388,All ages,3529031
8114,388,0-4,288990
8115,388,5-9,340292
8116,388,10-14,387949
8117,388,15-19,352040
8118,388,20-24,319599
8119,388,25-29,291362
8120,388,30-34,256254
8121,388,35-39,253926
8122,388,40-44,225241
8123,388,45-49,189335
8124,388,50-54,151588
8125,388,55-59,121201
8126,388,60-64,123636
8127,388,65-69,81729
8128,388,70-74,68639
8129,388,75-79,31108
8130,388,80+,35348
8131,388,Age not stated,10794
8132,389,All ages,577817
8133,389,0-4,58573
8134,389,5-9,71865
8135,389,10-14,66754
8136,389,15-19,54704
8137,389,20-24,48534
8138,389,25-29,44957
8139,389,30-34,39002
8140,389,35-39,39873
8141,389,40-44,35398
